Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-16,New South Wales,196.15,31651,188,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-14,Texas,195.76,15933,76,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-15,Texas,194.06,9015,183,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-16,Victoria,193.20,17165,83,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-13,Florida,192.27,13602,41,5,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-16,Ontario,190.76,23289,151,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,California,189.73,29668,215,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Georgia,189.73,20929,142,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Western Australia,189.60,8768,136,3,-,AUD
Seasonal Collection | US Only,2025-10-19,Florida,188.36,18287,154,1,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-16,New York,188.04,6231,261,4,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-15,Texas,187.54,13264,95,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-12,New South Wales,186.28,48268,248,6,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Unknown,185.77,15334,49,2,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,New York,185.51,8013,141,4,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,New South Wales,185.42,9114,137,0,-,AUD
Seasonal Collection | Top Markets NEW,2025-10-15,England,184.30,20084,185,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,New York,184.27,16218,40,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-14,Victoria,184.14,21550,37,1,-,AUD
Seasonal Collection | US Only,2025-10-14,California,183.36,18187,124,2,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-13,New South Wales,183.26,20777,61,2,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,New Jersey,182.82,6789,101,3,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,Florida,182.32,7160,174,3,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-18,Texas,181.35,8840,210,7,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-19,Western Australia,180.86,19378,37,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-14,Florida,180.17,14863,85,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-13,Ontario,179.14,18448,146,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,New York,178.55,6720,177,3,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-14,California,178.53,24255,192,4,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-13,Queensland,178.34,13327,64,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,New York,177.69,7130,141,2,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,New York,175.80,9959,184,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-14,England,175.71,16822,70,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-15,New York,175.23,12053,84,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-17,Florida,175.17,4212,134,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,Texas,173.66,7204,189,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Texas,173.49,15819,67,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-15,Florida,173.06,11764,99,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-16,Texas,172.50,7731,323,2,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Illinois,172.02,14035,44,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-12,New Jersey,171.25,12802,46,0,-,AUD
Seasonal Collection | US Only,2025-10-19,New York,170.28,16336,129,1,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-13,New York,169.33,12743,174,2,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,New South Wales,168.74,7735,129,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,Queensland,168.58,39285,191,1,-,AUD
Seasonal Collection | US Only,2025-10-13,Texas,168.08,18326,124,3,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-14,New York,167.73,12703,43,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-17,New South Wales,167.47,10110,175,2,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-17,California,167.46,9965,201,5,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-12,California,167.34,14172,144,4,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-17,New York,167.10,4136,130,4,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-16,New York,166.94,29425,260,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-16,Western Australia,165.33,25065,39,2,-,AUD
Seasonal Collection | Top Markets NEW,2025-10-19,England,165.18,17384,171,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,California,164.26,7999,124,2,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-13,Texas,164.11,12473,42,3,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-13,Florida,163.60,11439,127,1,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-17,Texas,161.69,4843,160,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-19,South Australia,159.28,19479,61,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-16,Florida,159.08,6489,307,4,-,AUD
Seasonal Collection | US Only,2025-10-13,New York,158.30,15775,100,1,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,Florida,158.02,10977,230,2,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-15,California,157.61,13280,197,2,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,Florida,157.00,5690,167,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-15,Victoria,156.69,20167,40,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,Florida,156.66,6430,134,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-12,Ar Riyad,155.88,26075,413,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-18,Queensland,155.70,11741,53,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Florida,155.59,12795,44,3,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,California,155.57,18912,110,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-14,California,155.03,15560,174,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-14,New Jersey,154.80,14386,59,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Georgia,154.71,12658,36,3,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,New Jersey,153.39,5288,111,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Unknown,153.25,8209,140,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-19,California,152.44,4322,134,4,-,AUD
Seasonal Collection | US Only,2025-10-12,California,152.42,12903,98,2,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-18,California,152.17,6513,161,1,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-17,Queensland,151.88,39604,229,1,-,AUD
Seasonal Collection | Top Markets NEW,2025-10-14,England,151.45,14848,139,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-14,Queensland,151.36,8696,175,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-12,Texas,150.87,7248,166,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-12,Queensland,150.82,21035,69,1,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Ontario,150.82,43970,227,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-12,New Jersey,149.86,10322,79,2,-,AUD
Seasonal Collection | US Only,2025-10-13,Florida,149.49,14444,114,2,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,Texas,149.41,7906,126,3,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-18,Texas,149.24,12272,198,1,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-13,Texas,148.48,13508,185,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-12,New South Wales,147.80,16803,38,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-17,Ar Riyad,147.18,22425,120,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-17,New South Wales,146.87,30959,161,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-19,California,146.44,5639,134,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-18,Florida,146.21,6932,144,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-17,Victoria,146.01,21034,23,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-13,Florida,145.98,12850,202,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Arizona,145.17,13381,67,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Arizona,145.09,10929,31,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-19,New South Wales,145.05,7348,131,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Western Australia,144.80,36123,176,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,New York,144.69,6248,104,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-16,Ontario,144.50,33685,211,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,Victoria,144.01,7099,129,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-18,Texas,143.25,13550,53,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-13,New Jersey,142.81,5814,141,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-13,New Jersey,142.81,10662,95,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,California,142.28,18282,95,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-13,Victoria,141.70,16813,33,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-17,Victoria,141.48,8207,122,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-17,Ar Riyad,141.17,12636,66,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Pennsylvania,140.66,14530,92,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-16,Queensland,139.98,11382,53,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-16,Western Australia,139.73,16082,38,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-14,South Australia,139.55,19407,59,3,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,Georgia,138.55,13805,121,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,Queensland,136.66,6609,137,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-14,Florida,135.87,9865,29,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-13,Queensland,135.53,8243,189,1,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-13,California,135.46,16554,135,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-16,Texas,134.29,12794,50,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,New York,134.20,11726,34,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,Florida,132.78,5965,84,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-13,California,132.69,5080,35,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-15,South Australia,131.94,13559,76,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Pennsylvania,131.90,9672,30,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Massachusetts,131.67,13536,74,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,Victoria,131.30,7480,101,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-18,South Australia,130.82,17601,42,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,New Jersey,130.62,11484,78,2,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-16,New Jersey,130.21,3950,98,2,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-12,New York,130.17,11908,125,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-17,South Australia,130.04,13045,55,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-16,Victoria,130.02,23273,142,3,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-19,Ontario,129.59,27600,158,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-13,New Jersey,129.04,12246,46,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-16,Florida,128.85,10952,34,1,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-12,Western Australia,128.78,17738,114,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-19,New Jersey,128.74,11626,71,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-17,New York,128.70,6151,132,2,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Texas,127.93,19497,146,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-15,England,127.81,12895,118,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-14,Queensland,126.93,24920,133,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-14,Texas,126.57,9793,22,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-12,Texas,125.94,12824,162,1,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Ontario,125.79,26559,138,1,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-17,California,125.68,18937,131,2,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-12,Unknown,125.22,10414,51,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-14,Texas,125.09,16684,121,0,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-18,Florida,124.50,3893,81,1,-,AUD
Seasonal Collection | US Only,2025-10-18,New Jersey,124.38,9190,67,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-17,Texas,123.95,7514,176,8,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-16,England,123.81,14726,59,1,-,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-17,New Jersey,123.61,4968,121,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-17,Florida,122.85,6748,137,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-19,Victoria,122.83,6308,104,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-14,Queensland,122.69,13813,30,3,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-15,Florida,122.49,8682,115,2,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US,2025-10-14,New York,122.36,11566,137,0,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-12,Texas,122.27,5879,83,1,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-17,New Jersey,122.01,9821,40,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-12,Victoria,121.62,36501,198,1,-,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-14,New Jersey,121.58,4772,125,1,-,AUD
