Campaign name,By Day,Subregion,Cost,Impressions,Clicks (destination),Conversions,Frequency,Currency
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Primorsko-Goranska Zupanija,0.10,53,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Osjecko-Baranjska Zupanija,0.10,51,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-14,Kildare,0.10,27,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Thuringia,0.10,15,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,Celje,0.10,64,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Orebro,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-19,Otago Region,0.10,31,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Kalmar,0.10,29,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Murcia,0.10,71,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-12,Wellington Region,0.10,7,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Southwest Finland,0.10,35,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Northern Savonia,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Viana do Castelo,0.10,30,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Hradec Kralove,0.10,33,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Coimbra,0.10,42,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-14,Manawatu-Wanganui Region,0.10,60,3,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Mecklenburg Vorpommern,0.10,16,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Veneto,0.10,44,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,South Ostrobothnia,0.10,39,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-16,Northern Ireland,0.10,26,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Troms og Finnmark,0.10,8,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Maribor,0.10,127,1,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Gisborne Region,0.10,43,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Otago Region,0.10,26,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Gotland,0.10,16,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Valais,0.10,21,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-12,Wellington Region,0.10,32,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,Fribourg,0.10,86,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,Porto,0.10,44,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Thessaly - Central Greece,0.10,24,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Sodermanland,0.10,25,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Subcarpathian,0.10,61,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,St Gallen,0.10,32,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,Basel Landschaft,0.10,44,1,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-16,Nunavut,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Laois,0.10,33,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Keryneia,0.10,167,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-15,Al Qaseem,0.10,11,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Thuringia,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Agder,0.10,19,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Lubusz,0.10,38,0,0,-,AUD
Seasonal Collection | Europe,2025-10-18,Fingal,0.10,46,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-18,Hesse,0.10,26,0,0,-,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-19,Northwest Territories,0.10,16,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Valais,0.10,9,0,0,-,AUD
Seasonal Collection | Europe,2025-10-15,Galway City,0.10,22,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Trnava,0.10,69,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-12,Trencin,0.10,56,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-17,Uusimaa,0.10,23,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Styria,0.10,75,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-12,Northern Territory,0.10,45,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,Stockholm,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,West Virginia,0.10,14,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Vrmland,0.10,18,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Viseu,0.10,41,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-19,Rhode Island,0.10,18,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Uusimaa,0.10,16,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Gotland,0.10,8,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Galway City,0.10,10,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-14,Lazio,0.10,15,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Orebro,0.10,29,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Monaghan,0.10,29,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Paijat Hame,0.10,36,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Nordland,0.10,23,0,0,-,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US (Updated),2025-10-19,Vermont,0.10,8,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Leiria,0.10,87,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Troms og Finnmark,0.10,8,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Castile and Leon,0.10,38,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Occitania,0.10,31,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Westmeath,0.10,22,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Guarda,0.10,28,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Navarre,0.10,39,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Sligo,0.10,22,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-12,Northern Borders,0.10,47,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-19,West Virginia,0.10,6,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - All Market 13-17,2025-10-15,Pennsylvania,0.10,15,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Basel Landschaft,0.10,17,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Varazdinska Zupanija,0.10,27,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Swietokrzyskie,0.10,87,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Galicia,0.10,36,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Basque,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Wexford,0.10,34,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Balearic,0.10,37,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Brittany,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Kronoberg,0.10,32,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Orebro,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-14,Alaska,0.10,19,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Cavan,0.10,24,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Lubusz,0.10,37,0,0,-,AUD
Seasonal Collection | Europe,2025-10-17,Bratislava,0.10,70,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-17,Fujairah,0.10,26,5,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Normandy,0.10,21,0,0,-,AUD
Seasonal Collection | ROW,2025-10-18,Northern Borders,0.10,15,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-14,Tabuk,0.10,9,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-14,Valencian,0.10,36,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Friesland,0.10,11,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Schaffhausen,0.10,9,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-12,South Dakota,0.10,9,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Thuringia,0.10,28,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Bourgogne Franche Comte,0.10,33,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Zug,0.10,21,0,0,-,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-12,Saskatchewan,0.10,10,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Castilla La Mancha,0.10,47,1,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Schaffhausen,0.10,19,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection - Europe,2025-10-12,Extremadura,0.10,59,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Santarém,0.10,32,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Canary,0.10,20,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Berlin,0.10,18,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Varazdinska Zupanija,0.10,97,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Valais,0.10,19,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Trnava,0.10,154,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-19,Ajman,0.10,32,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Extremadura,0.10,11,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Zadarska Zupanija,0.10,56,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Athonite State,0.10,27,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-14,Wyoming,0.10,23,0,0,-,AUD
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-19,Alaska,0.10,10,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Szabolcs-Szatmár-Bereg,0.10,59,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Vastmanland,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Madeira,0.10,38,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-16,Overijssel,0.10,137,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Ostergotland,0.10,24,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Emilia Romagna,0.10,36,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,Pirkanmaa,0.10,34,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-12,North Ostrobothnia,0.10,23,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Liberec,0.10,65,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Hamburg,0.10,72,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-14,Occitania,0.10,17,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-19,Nebraska,0.10,22,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-17,Umm Al Quwain,0.10,7,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Nitra,0.10,47,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-14,Capital Region of Denmark,0.10,14,0,0,-,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-18,Vermont,0.10,12,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Faro,0.10,45,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-18,Slovenske Konjice,0.10,9,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-13,Umm Al Quwain,0.10,11,0,0,-,AUD
BEST SELLERS | Conversions  | US,2025-10-18,Maine,0.10,13,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Clare,0.10,24,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Salzburg,0.10,24,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-13,Molise,0.10,29,1,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Region Zealand,0.10,23,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Donegal,0.10,42,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Galicia,0.10,65,0,0,-,AUD
Seasonal Collection | Europe,2025-10-13,Aragon,0.10,42,0,0,-,AUD
Seasonal Collection | ROW,2025-10-12,Al Jawf,0.10,20,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Paijat Hame,0.10,15,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-16,Al Qaseem,0.10,18,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-12,Lapland,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-16,Aseer,0.10,13,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,Thessaly - Central Greece,0.10,40,0,0,-,AUD
Seasonal Collection | Europe,2025-10-12,Viseu,0.10,55,2,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Pardubice,0.10,20,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Bremen,0.10,18,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Aragon,0.10,27,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Ammochostos,0.10,59,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Upper Austria,0.10,54,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Salzburg,0.10,43,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Emilia Romagna,0.10,187,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Westmeath,0.10,41,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Primorsko-Goranska Zupanija,0.10,38,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,Velenje,0.10,20,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-19,South Holland,0.10,34,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,Paijat Hame,0.10,24,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Asturias,0.10,27,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-13,Al Jawf,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Pafos,0.10,48,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Brandenburg,0.10,23,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-15,South Savo,0.10,19,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Region of Southern Denmark,0.10,16,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,Central Ostrobothnia,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-19,Montana,0.10,8,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Fribourg,0.10,27,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Nicosia,0.10,144,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Halland,0.10,41,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-18,Navarre,0.10,38,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Pays de la Loire,0.10,26,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-19,Vorarlberg,0.10,29,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Longford,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Mayo,0.10,69,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Monaghan,0.10,31,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Presov,0.10,97,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,Nidwalden,0.10,15,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,Canterbury Region,0.10,54,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-13,Ostergotland,0.10,29,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Europe,2025-10-12,Sardinia,0.10,23,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Trentino South Tyrol,0.10,31,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Asturias,0.10,19,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,Longford,0.10,20,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Wicklow,0.10,47,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-12,Norrbotten,0.10,27,1,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Kuyavian Pomeranian,0.10,44,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Solothurn,0.10,46,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,Heves,0.10,27,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Vysocina,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Madeira,0.10,49,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Westmeath,0.10,31,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Pardubice,0.10,42,0,0,-,AUD
Seasonal Collection | Europe,2025-10-19,South Dublin,0.10,27,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Styria,0.10,31,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-12,South Dublin,0.10,43,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-12,Wyoming,0.10,11,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-14,Agder,0.10,17,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Coimbra,0.10,82,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Zilina,0.10,88,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-13,Manawatu-Wanganui Region,0.10,117,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-19,Navarre,0.10,11,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Trentino South Tyrol,0.10,25,0,0,-,AUD
Seasonal Collection | Europe,2025-10-18,Vila Real,0.10,54,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Ostergotland,0.10,21,0,0,-,AUD
Newness: Collection Ads | Conversions | Azurae Collection | Top Markets,2025-10-12,Tasmania,0.10,17,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-17,Northland Region,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Vorarlberg,0.10,20,0,0,-,AUD
Seasonal Collection | Europe,2025-10-16,Dun Laoghaire Rathdown,0.10,42,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - ROW,2025-10-13,Taranaki Region,0.10,17,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-13,Galway County,0.10,43,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-17,Madeira,0.10,67,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-15,Swietokrzyskie,0.10,12,0,0,-,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-14,Gisborne Region,0.10,18,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-15,Colorado,0.10,7,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-13,Kilkenny,0.10,18,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-12,Nicosia,0.10,63,3,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,Pafos,0.10,45,1,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-12,Newfoundland and Labrador,0.10,25,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-18,New Mexico,0.10,15,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Győr-Moson-Sopron,0.10,47,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-18,Thurgau,0.10,16,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | Top Markets,2025-10-17,Scotland,0.10,13,1,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-18,South Karelia,0.10,14,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-16,Northwest Territories,0.10,3,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | October | US,2025-10-19,Arkansas,0.10,27,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Bremen,0.10,8,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Europe,2025-10-16,Leitrim,0.10,48,0,0,-,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Coimbra,0.10,77,0,0,-,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Fribourg,0.10,38,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-15,Central Finland,0.10,28,0,0,-,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Europe,2025-10-12,Donegal,0.10,26,1,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-15,Tartu,0.10,82,0,0,-,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-19,Castile and Leon,0.10,31,0,0,-,AUD
Seasonal Collection | Europe,2025-10-14,Cork City,0.10,17,0,0,-,AUD
