Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-18,August Collection Drop 1 |  Video 3 (Campaign) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917531681,8.70,1833,12,1.04,0,1815,407,245,15,43,94,248,2.58,0,0.00,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Solune Collection Drop 2 | Video 2 (Campaign) | ED: 25/11/2025,1840921375952049,Drop-#2 | ED: 25/11/2025,1841526562092210,1841526562093202,8.69,1263,6,1.02,0,1253,112,26,6,8,17,46,1.25,0,0.00,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,Campaign Content - Petra Mini Dress Silver | ED: 25/11/2025,1802565639974002,August #1 - 18/08/2025 US Excluded,1841607044975634,1841607044975666,8.69,1372,10,1.04,0,1353,58,16,11,16,21,52,1.05,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Ashton Silver Reaction | TikTok | ED: 30/10/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839260625412177,8.68,2174,7,1.07,0,2175,259,62,9,14,25,84,1.40,0,0.00,AUD
Seasonal Collection | ROW,2025-10-19,Seasonal Bride To Be | @yasminbright | Logo Only | PR Content,1834055653054577,Seasonal Bridal NEW,1834055653055553,1841620147245090,8.66,1075,9,2.57,0,1057,189,56,13,18,37,120,1.71,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-14,Susie Ivory Compilation | TikTok | ED: 29/12/2025,1842431186105393,Cold #3 - 24/9/2025,1844241526585362,1844679955102753,8.64,2822,7,1.04,0,2775,314,106,13,32,73,201,1.32,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Vacation | @nicoledosreyes | Logo Only | PR Content,1841692986014721,Seasonal Vacation New,1843521934687266,1844149227080706,8.63,547,5,1.03,0,527,163,97,3,20,40,55,7.38,2,699.90,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,Drop 5 Azurae Launch | TikTok | ED: 31/10/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839260625411121,8.63,2431,1,1.07,0,2425,117,24,3,8,12,27,1.06,1,171.50,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,PR Content Marii Pvzz Sauline and Shazia Plum Brown | TikTok | ED: 10/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840262841876562,8.62,1733,9,1.05,0,1680,255,76,37,55,92,194,1.62,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-13,Boosted | Video | Campaign | Fit Check | Standard | Tyla - Babyboo Suiting Plum ED: 06/01/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845402612224193,8.61,1376,74,1.74,0,1353,529,283,180,230,288,511,3.39,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-14,Suiting Pick Up Bag Trend Tyla | TikTok | ED: 01/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1844950857521169,8.60,444,1,1.01,0,445,80,17,2,3,6,25,1.72,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-19,Jeymar Azurae Outfit Rating | TikTok | ED: 06/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547495377,8.57,745,0,9.68,0,739,128,56,10,18,23,60,2.08,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-18,Carina Blush Reaction | TIkTok | ED: 4/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1839666796152833,8.56,2152,15,1.08,0,2087,349,126,26,44,72,164,1.85,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-13,Lorelei Reaction Nude | TikTok | ED: 04/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547496161,8.55,652,3,1.01,0,651,121,38,3,4,13,40,2.00,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-13,Boosted | Video | Influencer | Product | Standard | Mariipvzz - Atelier Blush Haul | ED: 08/01/26,1844953045703745,Cold #1 - 3/10/2025,1845141014880338,1845587402821665,8.54,921,3,1.01,0,916,215,77,39,55,82,148,2.07,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-19,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Paula Maxi Dress Gold Sparkle | ED: 01/01/2026,1844953045703745,Cold #1 - 3/10/2025,1845141014880338,1845141135349762,8.54,1119,4,4.72,0,1108,197,61,9,15,28,65,1.84,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-17,GRWM Dressing Kirsty Pants + Odele Bodysuit Black & Ivory | TikTok | ED: 20/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843888761002097,8.54,667,0,1.02,0,657,113,43,3,9,15,43,1.85,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-14,Lysandra Fit Check Beige | TikTok | ED: 19/11/2025,1841504151797777,Cold #1 - 8/1/2025,1841504151800833,1841504151801889,8.53,624,2,1.02,0,621,83,16,4,6,11,32,1.45,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-14,Double Reaction Patricia Blush & Ivory | TikTok | ED: 17/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843595651993778,8.53,760,59,4.25,0,510,355,275,91,104,120,312,7.83,1,249.95,AUD
Seasonal Collection | Top Markets NEW,2025-10-16,Seasonal Wedding Guest | @isabellagarwood Fable Red | Logo Only | PR Content,1841692986014721,Seasonal Wedding NEW,1841692994379953,1842075899816129,8.52,1569,9,1.04,0,1558,122,41,23,32,47,92,1.21,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-16,August Collection Drop 2 | Video 3 (Campaign) | ED: 11/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840255679485266,8.52,1223,8,1.01,0,1243,208,98,9,28,64,152,1.78,3,642.33,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Whitney Red Diversity | TikTok | ED: 12/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840434408853570,8.52,2113,8,1.01,0,2106,327,140,43,66,122,221,1.76,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Europe,2025-10-15,Atelier 2 Collection Drop 1 | Video 1 (Ecom) | ED: 25/11/2025,1842783860757506,Drop- #1 | ED: 25/11/2025,1842783933814882,1842783933814898,8.51,2226,16,1.01,0,2209,285,85,21,38,73,182,1.34,2,469.92,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-18,Julia Treadmil Drop 1 | TikTok | ED: 19/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843696531520625,8.48,834,136,3.17,0,481,320,248,186,202,242,311,7.70,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-14,Double Reaction Keira | TikTok | ED: 27/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843061965395058,8.48,1383,108,2.84,0,1353,686,401,201,230,293,597,5.39,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-17,August Collection Drop 1 |  Video 5 (Ecom Reaction Delilah Maxi) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917531649,8.48,1926,12,1.07,0,1946,251,78,9,15,27,57,1.57,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-14,PR Content Kristy Ackerman Syren Haul | TikTok | ED: 11/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840330331912290,8.46,2517,5,1.04,0,2497,203,46,5,6,10,29,1.12,0,0.00,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-18,August Collection Drop 2 | Video 7 (Ecom Reaction/No Text) | ED: 11/11/2025,1828313328645185,Competitors - August 7th - September 2nd,1842161120461938,1842161120462978,8.46,572,9,1.13,1,547,99,25,2,4,9,25,1.82,1,214.44,AUD
Seasonal Collection | Top Markets NEW,2025-10-19,Seasonal Night Out | Duo Walking | Logo Only | Azurae Campaign Content,1841692986014721,Seasonal Night Out,1842069710383329,1842069710384145,8.45,1318,5,2.23,0,1314,111,26,10,19,36,85,1.24,0,0.00,AUD
Seasonal Collection | Top Markets NEW,2025-10-13,Seasonal Wedding Guest | @negz | Logo Only | PR Content,1841692986014721,Seasonal Wedding NEW,1841692994379953,1841708184052737,8.44,3710,20,1.01,0,3684,616,197,74,96,151,336,1.82,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-14,August Collection Drop 1 |  Video 6 (Dubai Campaign) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917531697,8.43,1549,4,1.03,0,1557,172,39,14,23,45,114,1.30,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,PR Content Mariipvzz Lemon Haul Treadmil | TikTok | ED: 07/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840165916975138,8.42,2034,15,1.05,0,2011,437,182,95,126,213,344,2.04,1,239.95,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-16,Solune Collection Drop 1 | Video 3 (Campaign) | ED: 18/11/2025,1840922439843937,Drop-#1 | ED: 18/11/2025,1840922439843953,1840922439845905,8.42,1434,4,1.02,0,1428,103,29,10,20,44,88,1.17,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-18,Ashton Maxi Dress Gold Compilation 1 (Ecom) | ED: 04/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840066406755361,8.40,1215,11,1.00,0,1215,145,33,13,22,49,99,1.34,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-14,Boosted | Video | Influencer/PR | Lifestyle | Standard | Festaqoqaaj - Georgette Mini Dress Ivory | ED: 06/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845400283548674,8.39,900,4,1.00,0,909,93,23,4,6,14,37,1.36,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-19,August Collection Drop 1 |  Video 2 (Ecom) | ED: 04/11/2025,1841594235269121,Top Ads #1 27/08/2025,1841594235269137,1841603542393873,8.38,845,8,3.99,0,844,81,19,6,9,17,50,1.15,0,0.00,AUD
Seasonal Collection | US Only,2025-10-18,Seasonal Bride To Be | Morven Maxi | Left Right Text | Atelier 2 Campaign Content,1841693723595922,Seasonal Bridal NEW,1841693723595938,1843604766882865,8.38,602,1,1.01,0,601,90,29,5,14,22,58,1.52,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,PR Content Sophie Parish Fable Gown Lemon | TikTok | ED: 09/12/2025,1842332114924626,Cold #1 - 4/9/2025,1842332114924642,1842869362936962,8.36,1776,30,1.05,0,1808,292,117,21,28,41,111,1.83,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-17,Boosted | Video | Camapign | Product | Compilation | Séduire | ED: 09/01/26,1844953361211554,Cold #1 - 3/10/2025,1845228413066353,1845862779709634,8.34,2173,4,1.06,0,2162,319,77,12,19,37,136,1.56,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-14,Calanthe & Kensington Emerald Fit Check | TikTok | ED: 16/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843508096472098,8.33,1143,21,1.55,0,1019,423,274,94,114,153,371,4.25,19,4124.08,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-19,Paula Black Reaction | TikTok | ED: 29/12/2025,1842432041382946,Cold #3 - 24/9/2025,1844240447240433,1844680588533889,8.32,798,4,1.58,0,784,166,54,11,18,22,60,2.14,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-19,August Collection Drop 1 | Video 2 (Ecom) | ED: 04/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1839663065299010,8.31,1333,9,3.85,0,1337,147,38,14,25,37,89,1.27,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-17,Boosted | Video | Campaign | Product | Compilation | Séduire | ED: 08/01/26,1844953045703745,Cold #1 - 3/10/2025,1845141014880338,1845587516014641,8.31,1070,2,1.04,0,1054,161,40,3,7,13,24,1.62,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-18,Azurae Collection Drop 5 |  Video 2 (Campaign) | ED: 28/10/2025,1841594235269121,Top Ads #1 27/08/2025,1841594235269137,1841602921391250,8.30,660,2,1.01,0,663,54,10,4,6,8,28,1.17,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - ROW,2025-10-18,Boosted | Video | Campaign | Product | Standard | Julia - Rosetta Mini Red  | ED: 15/01/26,1844953361211554,Cold #2 - 15/10/2025,1846045978666162,1846227031592993,8.30,1408,7,1.08,0,1384,424,87,34,48,111,333,2.24,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - Top Markets,2025-10-18,Ad | Video | Campaign | Product | Standard | Amala Midi Cherry | ED: 30/12/26,1845424952842274,Drop- #1 | ED: 06/01/2026,1845425329031521,1845425717253361,8.29,836,9,1.05,0,813,94,37,24,34,43,73,1.66,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,Solune Swipe | TikTok | ED: 24/11/2025,1839252302887954,Cold #2 - 8/22/2025,1841160811247713,1841503360282849,8.28,3038,30,2.53,0,3014,736,270,169,287,403,772,2.10,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-19,Double Reaction Patricia Blush & Ivory | TikTok | ED: 17/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843593181026594,8.28,1258,2,1.45,0,1261,139,34,1,8,16,46,1.33,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-15,Julia Treadmil Drop 1 | TikTok | ED: 19/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843696531520625,8.27,729,102,3.09,0,734,493,356,264,292,343,443,8.09,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Europe,2025-10-16,August Collection Drop 1 |  Video 1 (Ecom) | ED: 04/11/2025,1839664917530689,Drop- #1 | ED: 04/11/2025,1839664917530705,1839664917532689,8.27,1792,6,1.01,0,1791,140,41,18,28,41,98,1.18,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,Lindsey GRWM Black & Deep Olive | TikTok | ED: 08/12/2025,1842332114924626,Cold #1 - 4/9/2025,1842332114924642,1842812657836081,8.27,1842,32,1.05,0,1879,380,135,54,64,88,196,1.99,0,0.00,AUD
Newness: Collection Ads | Conversions | Solune Collection - US,2025-10-19,Solune Collection Drop 2 | Video 2 (Campaign) | ED: 25/11/2025,1840922439843937,Drop-#2 | ED: 25/11/2025,1841528527204386,1841528527206450,8.27,939,3,4.84,0,930,98,21,4,13,16,45,1.33,0,0.00,AUD
Seasonal Collection | Europe,2025-10-18,Seasonal Birthday | Ad | Video | Ecom | Reaction | Celestia Maxi Ivory,1834056143155217,Seasonal Birthday,1834056143164577,1845506861311138,8.25,1562,6,1.03,0,1551,193,56,7,13,22,60,1.41,0,0.00,AUD
Seasonal Collection | ROW,2025-10-18,Seasonal Night Out | Ad | Video | Ecom | Reaction | Paula Maxi Black,1834055653054577,Seasonal Night Out,1842068716947506,1845503027629233,8.23,827,3,1.04,0,828,122,28,1,5,10,32,1.50,1,302.45,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-19,Azurae Collection Drop 5 |  Video 3 (Ecom) | ED: 28/10/2025,1841594235269121,Top Ads #1 27/08/2025,1841594235269137,1841602803248242,8.22,642,11,3.75,0,641,62,20,7,12,21,46,1.24,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-16,Solune Swipe | TikTok | ED: 24/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151798785,8.22,942,9,1.05,0,927,162,51,43,54,80,168,1.80,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-13,Mona GRWM Ivory | TikTok | ED: 14/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840532312637697,8.21,1611,4,1.02,0,1592,186,51,25,40,89,174,1.44,1,251.27,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-16,Kensington Navy Fit Check | TikTok | ED: 06/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840149680682065,8.20,2083,8,1.06,0,2080,260,88,10,21,43,107,1.52,1,219.95,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-19,August Collection Drop 2 | Video 5 (Ecom Reaction/Compilation) | ED: 11/11/2025,1841594235269121,Top Ads #1 27/08/2025,1841594235269137,1841601109817426,8.20,397,5,3.85,0,395,110,42,18,23,34,55,2.62,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-17,PR Content Kristy Ackerman Syren Haul | TikTok | ED: 11/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840330331912290,8.19,2478,4,1.05,1,2455,197,40,3,4,8,25,1.14,2,429.62,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-19,PR Content Emerson GRWM Yasmin Bright | TikTok | ED: 19/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1841054143039489,8.19,1972,12,1.99,0,1955,491,139,49,78,143,392,2.08,7,1519.93,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-18,PR Content Mariipvzz Lemon Haul Treadmil | TikTok | ED: 07/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672279794,8.18,1025,5,1.05,0,993,252,111,52,70,127,196,2.22,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-17,Solune Swipe | TikTok | ED: 24/11/2025,1841504151797777,Cold #2 - 8/22/2025,1841504151797793,1841504151798785,8.18,940,4,1.03,0,924,137,52,32,53,77,144,1.66,0,0.00,AUD
Seasonal Collection | Europe,2025-10-18,Seasonal Wedding Guest | @jey_mar Try On Haul | Logo Only | PR Content,1834056143155217,Seasonal Wedding NEW,1834056143170625,1842076558020641,8.17,2182,12,1.06,0,2167,304,126,26,38,50,140,1.74,1,207.47,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-13,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Paula Maxi Dress Gold Sparkle | ED: 01/01/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845132488134817,8.17,1549,21,1.05,0,1548,261,131,46,62,80,134,2.20,0,0.00,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-13,August Collection Drop 1 | Video 2 (Ecom) | ED: 04/11/2025,1828313328645185,Competitors - August 7th - September 2nd,1842161120461938,1842163133680801,8.17,448,6,1.31,0,317,20,5,0,0,5,13,1.06,0,0.00,AUD
Seasonal Collection | Europe,2025-10-19,Seasonal Birthday | Ad | Video | Ecom | Reaction | Celestia Maxi Ivory,1834056143155217,Seasonal Birthday,1834056143164577,1845506861311138,8.16,1631,7,2.09,0,1619,181,43,1,4,15,48,1.26,1,116.48,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Top Markets 13-17,2025-10-13,PR Content Valerie Lungu Mona Ivory | TikTok | ED: 01/01/2026,1845132611507346,Cold#1 - 3/10/2025,1845229048827970,1845229356101777,8.15,672,2,1.03,0,670,117,40,18,25,45,84,1.76,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-18,Eileen Hands In Makeup Ivory | TikTok | ED: 08/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842801842204705,8.13,722,1,1.01,0,726,72,21,10,18,29,63,1.31,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-18,Suiting Collection Drop 2 | Video 2 (Campaign) | ED: 23/12/2025,1843418219926961,Drop- #2 | ED: 23/12/2025,1844140791283858,1844140791283890,8.13,477,77,2.18,0,360,267,246,158,192,200,245,17.74,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-18,Suiting Collection Drop 2 | Video 3 (Campaign) | ED: 23/12/2025,1843417668581761,Drop- #2 | ED: 23/12/2025,1844138146112546,1844138146113618,8.13,759,6,1.03,0,754,154,50,13,21,43,121,1.75,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-18,Carina Blush Reaction | TikTok | ED: 4/11/2025,1841594235269121,Top Ads #2 12/09/2025,1843047238684786,1843050312544417,8.12,565,4,1.03,0,559,90,30,2,4,16,41,1.61,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,August Collection Drop 1 |  Video 4 (Ecom Reaction Aveta Mini) | ED: 04/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431362898,8.11,409,1,1.24,0,254,17,2,0,0,0,3,1.06,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-16,Boosted | Video | Camapign | Fitcheck | Standard | Julia - Ainsley Bugundy | ED: 09/01/26,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845862191895570,8.11,608,109,3.01,0,503,317,259,140,159,201,263,9.59,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,Azurae Collection Drop 2 | Video 7 (Ecom Reaction Video) | ED: 11/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007904817,8.07,481,4,1.12,0,432,88,32,4,5,9,26,2.22,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-15,Atelier 2 Collection Drop 1 | Video 7 (Campaign) | ED: 25/11/2025,1842786709107793,Drop- #1 | ED: 25/11/2025,1842786709107809,1842786709108785,8.07,692,1,1.01,0,690,83,35,4,7,15,35,1.59,0,0.00,AUD
Best Ads | ROAS | Value | August/September | UK,2025-10-17,PR Content: @jey_mar Maliyah Compilation | ED: 25/11/2025,1841594235269121,Top Ads #3 24/09/2025,1844156374629570,1844156915028065,8.06,807,2,1.05,0,802,96,43,22,33,50,84,1.51,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-15,Nerida Set + Celaena Red fit Check | TikTok | ED: 08/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672280578,8.06,1104,6,1.01,0,1116,213,63,13,25,49,124,1.82,0,0.00,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Europe,2025-10-16,Babyboo Suiting Vol 2 Launch | TikTok | ED: 26/12/2025,1842431186105393,Cold #3 - 24/9/2025,1844241526585362,1844413213710338,8.04,1752,8,1.03,0,1736,152,31,6,10,13,34,1.22,7,764.63,AUD
Newness: Collection Ads  | Conversions | August | Funnel - US,2025-10-16,Lysandra Fit Check Beige | TikTok | ED: 19/11/2025,1841504151797777,Cold #1 - 8/1/2025,1841504151800833,1841504151801889,8.04,543,1,1.04,0,533,74,15,5,6,9,31,1.53,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - US,2025-10-17,Atelier 2 Collection Drop 2 | Video 1 (Campaign) | ED: 25/11/2025,1842786709107793,Drop- #2 | ED: 25/11/2025,1842882780249170,1842882780249186,8.03,931,3,1.02,0,925,98,19,2,5,12,30,1.37,0,0.00,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Top Markets 13-17,2025-10-13,May Ecom Reaction | TikTok | ED: 26/12/2025,1842332406660097,Cold #2 - 12/9/2025,1843043755552338,1843055337778385,8.03,618,44,3.79,1,566,270,203,53,67,76,196,7.03,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-15,Aveta GRWM Dressing Plum & Ivory | TikTok | ED: 13/11/2025,1839260273016914,Cold #1 - 8/1/2025 US excluded,1841504672272466,1841504672277586,8.03,1305,4,1.03,0,1306,258,107,10,17,33,159,1.91,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Top Markets,2025-10-16,Demelza Colour Choice | TikTok | ED: 28/11/2025,1839260273016914,Cold #2 - 8/22/2025 US Excluded,1841505490794561,1841872175441922,8.02,1118,5,1.04,0,1091,191,38,15,23,40,119,1.59,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-16,Suiting Collection Drop 1 | Video 2 (Details In-House) | ED: 16/12/2025,1843418219926961,Drop- #1 | ED: 16/12/2025,1843418245444994,1843418381554018,8.02,566,58,5.05,0,420,218,151,111,125,141,217,6.69,0,0.00,AUD
Newness: Collection Ads  | Conversions | August | Funnel - Europe,2025-10-15,PR Content Freya Parkhouse Azurae | TikTok | ED: 10/11/2025,1839252302887954,Cold #1 - 8/1/2025,1839260625409089,1840261258603650,8.01,1479,2,1.05,0,1468,197,72,18,26,50,108,1.52,0,0.00,AUD
Newness: Collection Ads  | Conversions | October | Funnel - Australia 13-17,2025-10-18,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Oakley Corse & Allaire Maxi Skirt Sage  ED: 03/02/2026,1845132488132721,Cold #1 - 3/10/2025,1845132488133633,1845226294278178,8.01,737,117,3.53,0,634,411,289,167,188,204,294,8.45,0,0.00,AUD
Newness: Collection Ads | Conversions | August Collection - Top Markets,2025-10-19,Ashton Maxi Dress Gold Compilation 2 (Ecom) | ED: 04/11/2025,1839662800059425,Drop- #1 | ED: 04/11/2025,1839662855981185,1840067252593713,8.00,1307,9,4.91,0,1311,113,32,14,27,49,102,1.24,0,0.00,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - ROW,2025-10-15,Suiting Collection Drop 1 | Video 7 (Campaign) | ED: 16/12/2025,1843418219926961,Drop- #1 | ED: 16/12/2025,1843418245444994,1843418401455234,7.99,2664,233,6.56,0,1762,1023,553,340,375,506,997,5.41,2,463.48,AUD
Newness: Collection Ads  | Conversions | September | Funnel - Australia 13-17,2025-10-13,Rowan + Atlanta Rust Pan Up | TikTok | ED: 11/12/2025,1842332114924626,Cold #2 - 12/9/2025,1843044079397906,1843044174067762,7.99,605,155,2.14,0,615,508,501,471,515,519,520,6.31,0,0.00,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-19,Azurae Collection Drop 2 | Video 7 (Ecom Reaction Video) | ED: 11/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007904817,7.97,495,8,1.74,0,457,127,30,0,2,4,27,2.04,5,1089.73,AUD
