Campaign name,By Day,Ad name,Campaign ID,Ad group name,Ad group ID,Ad ID,Cost,Impressions,Clicks (destination),Frequency,Conversions,Video views,2-second video views,6-second video views,Video views at 100%,Video views at 75%,Video views at 50%,Video views at 25%,Average play time per video view,Adds to cart (website),Add to cart value (website),Currency
Top Ads | Catalog Test | Cost Cap | Automatic | US (Updated),2025-10-19,Top ads | Catalog Videos | 16/09/2025,1845917639289873,Top ads #1 16/09/2025,1845917639289889,1845917639289905,409.67,32841,684,2.46,10,28873,2600,917,289,385,673,1526,1.38,34,8501.20,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-14,Carina Blush Reaction | TikTok | ED: 4/11/2025,1828313328645185,Competitors - September 3rd - October 3rd,1844967284302929,1844968872389761,405.31,21780,623,1.35,4,17146,1501,393,122,119,219,587,1.69,24,6595.47,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-15,Ad | Video | Ecom | Reaction | Palmer Mini Burgundy | ED: 06/01/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292148273,401.43,28650,118,1.04,3,28458,5308,1730,256,431,924,1981,1.97,47,11405.97,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Solune Collection Drop 1 | Video 8 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053266,400.57,126259,676,1.05,9,125735,15276,4325,429,704,1308,3356,1.48,40,10298.84,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-17,Solune Collection Drop 1 | Video 8 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053266,400.52,116449,748,1.01,2,115969,17557,4960,461,740,1480,3844,1.62,45,9286.17,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-16,Atelier 2 Collection Drop 1 | Video 4 (Campaign) | ED: 25/11/2025,1842787398687857,Drop- #1 | ED: 25/11/2025,1842787398689857,1842787533276257,397.85,63876,99,1.01,1,63505,16655,3569,418,800,1540,6014,2.01,11,2169.51,AUD
Top Ads | Catalog Test | Highest Bid | Automatic | US,2025-10-14,Top ads | Catalog Videos | 16/09/2025,1845233288311809,Top ads #1 16/09/2025,1845233288311857,1845233288312833,396.86,24024,335,2.02,10,22364,2169,716,212,289,547,1258,1.36,51,10867.95,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-19,Ad | Video | Ecom | Reaction | Alba Maxi Burgundy | ED: 06/01/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292149249,391.37,20884,72,1.25,1,20670,4573,1117,140,235,469,1159,1.96,9,989.21,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Solune Collection Drop 1 | Video 7 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053250,389.27,74742,388,1.02,6,74442,16987,3697,424,746,1466,4324,1.85,32,5603.29,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-17,Babyboo Suiting Vol 1 Launch | TikTok | ED: 19/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843696631010386,379.02,58314,68,1.04,2,58465,3655,918,92,130,262,678,1.12,3,714.03,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,Shoot Content | Petra Maxi & Lorena Maxi Dress Black | ED: 20/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1840161837878289,376.65,67879,396,1.02,3,67550,9958,0,2770,4163,6469,14525,1.56,34,39870.08,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-18,Solune Collection Drop 1 | Video 8 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053266,375.91,107840,683,1.03,0,107404,16781,4773,418,720,1450,3647,1.63,6,1219.01,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-17,PR Content Pretty Tye Rosetta GRWM | TikTok | ED: 01/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1844950843960337,375.42,48631,599,1.03,1,48193,17427,7064,3392,4964,7907,14344,2.86,73,18770.86,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-18,Solune Collection Drop 1 | Video 7 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053250,375.05,108555,552,1.03,0,108106,25353,5830,662,1234,2358,6750,1.88,13,3101.15,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-16,Corneila Corset Pull Compilation | TikTok | ED: 20/12/2025,1842432547494225,Cold #2 - 12/9/2025,1843042348831761,1843888995037201,373.77,34151,85,1.02,0,33967,5237,2020,389,737,1471,2897,1.61,16,3387.50,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-18,Shoot Content | Petra Maxi & Lorena Maxi Dress Black | ED: 20/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1840161837878289,368.73,43022,315,1.01,2,42803,7205,1,1942,2976,4684,10666,1.67,26,7734.05,AUD
Seasonal Collection | US Only,2025-10-15,Seasonal Birthday | Lorelai Black Reaction | Logo Only | Ecom Content,1841693723595922,Seasonal Birthday,1842067433032785,1842067433032801,368.49,39228,348,1.03,5,39042,6210,1853,388,544,853,1566,1.86,44,11729.76,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-14,Ad | Video | Ecom | Reaction | Palmer Mini Burgundy | ED: 06/01/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292148273,366.87,26595,140,1.02,0,26435,5357,1822,281,453,986,2099,2.06,34,8208.30,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-15,Ad | Video | Campaign | Product | Standard | Amala Midi Cherry | ED: 30/12/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292147217,364.89,29975,89,1.05,2,29745,3089,957,493,738,1277,2495,1.46,23,4223.14,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-19,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Oakley Corse & Allaire Maxi Skirt Sage  ED: 03/02/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845225030153249,358.72,33157,151,1.93,0,32956,5371,1545,191,354,801,1818,1.72,23,4067.66,AUD
Seasonal Collection | Europe,2025-10-15,Seasonal Birthday | Lorelai Black Reaction | Logo Only | Ecom Content,1834056143155217,Seasonal Birthday,1834056143164577,1842066621718594,355.54,82818,698,1.10,5,82266,16615,4571,738,1118,1804,3791,2.01,48,12306.27,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-14,August Collection Drop 1 |  Video 3 (Campaign) | ED: 04/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431363842,353.78,14321,251,1.48,4,9752,910,504,48,69,161,512,1.87,16,4842.29,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Ad | Video | Campaign | Product | Standard | Amala Midi Cherry | ED: 30/12/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292147217,351.69,27999,66,1.03,0,27769,2850,828,447,652,1149,2290,1.46,12,3432.02,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Solune Collection Drop 1 | Video 8 (Ecom Reaction) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408053266,350.50,74538,406,1.04,4,74250,9369,2545,223,382,757,1951,1.53,13,2588.82,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-18,Calanthe & Kensington Emerald Fit Check | TikTok | ED: 16/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843509691958433,349.56,44349,144,1.07,1,44319,8674,3292,450,1111,2067,4493,1.98,8,2065.24,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Atelier 2 Collection Drop 1 | Video 2 (Campaign) | ED: 25/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007903745,346.33,7850,150,1.53,1,4999,292,84,27,25,41,113,1.32,9,2022.28,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,August Collection Drop 2 | Video 6 (Ecom Reaction/No Text) | ED: 11/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007905793,346.07,11294,106,1.35,3,9270,1282,473,66,99,146,473,1.64,25,6092.02,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,August Collection Drop 1 | Video 3 (Campaign) | ED: 04/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007903793,342.30,11420,189,1.57,6,7300,882,492,35,59,145,505,1.92,20,4924.98,AUD
Seasonal Collection | Europe,2025-10-17,Seasonal Birthday | Lorelai Black Reaction | Logo Only | Ecom Content,1834056143155217,Seasonal Birthday,1834056143164577,1842066621718594,340.71,96709,774,1.04,1,96145,22251,5758,846,1291,2236,4656,2.08,40,10084.97,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-15,Carina Blush Reaction | TikTok | ED: 4/11/2025,1828313328645185,Competitors - August 7th - September 2nd,1842161120461938,1842162274117633,339.02,19101,497,1.35,1,15552,1486,423,118,151,263,608,1.70,13,3487.64,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-13,Boosted | Video | Campaign | Treadmill | Standard | Julia - Babyboo Suiting | ED: 06/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845400695973010,335.15,19420,99,1.04,3,19333,2773,871,303,505,1029,2104,1.54,16,3426.50,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - Top Markets,2025-10-13,Babyboo Suiting Vol 1 Launch | TikTok | ED: 19/12/2025,1842432041382946,Cold #2 - 12/9/2025,1843043221064738,1843696631010386,333.92,63143,159,1.08,3,62346,3997,1196,163,232,363,945,1.15,14,2177.30,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,PR Content: @jey_mar Maliyah Compilation | ED: 25/11/2025,1802565639974002,August #1 - 18/08/2025 US Excluded,1841607044975634,1841607044976706,332.48,65058,314,1.04,3,64765,6699,2329,1138,1735,2973,5520,1.32,9,2285.69,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-15,Ad | Video | Campaign | Product | Standard | Alba Maxi Burgundy | ED: 30/12/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292147249,331.43,19771,55,1.03,2,19656,4561,1320,508,909,1700,3359,1.90,22,5756.93,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-15,Solune Collection Drop 1 | Video 2 (Ecom Flicker) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408050290,328.89,110231,543,1.05,5,109760,10179,2305,901,1435,2622,7387,1.24,11,2443.48,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-14,Ad | Video | Ecom | Reaction | Alba Maxi Burgundy | ED: 06/01/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292149249,323.32,23212,82,1.03,2,23068,6013,1653,187,323,679,1755,2.19,90,20400.50,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Azurae Collection Drop 4 |  Video 4 (Ecom) | ED: 21/10/2025,1828310254528529,Keyword Dress - July 6th - August 6th,1840274488960049,1840276711235618,323.03,22321,137,1.43,3,19822,1085,288,119,168,358,797,1.02,27,6677.27,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-17,Ad | Video | Séduire D2 | Ecom | Reaction | Rosetta Maxi Leopard | ED: 06/01/26,1845424292146225,Drop- #2 | ED: 13/01/2026,1845963573533697,1845963573533729,322.46,22813,80,1.04,1,22592,4442,1212,244,382,764,1807,1.90,23,5477.04,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,Boosted | Video | Campaign | Treadmill | Standard | Julia - Babyboo Suiting | ED: 06/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845400695973010,322.39,22497,85,1.03,1,22421,3263,1016,361,584,1220,2443,1.54,16,5660.49,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-14,August Collection Drop 1 | Video 3 (Campaign) | ED: 04/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007903793,320.02,12236,225,1.64,0,7918,925,527,35,64,149,538,1.84,7,1275.70,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,PR Content Pretty Tye Rosetta GRWM | TikTok | ED: 01/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1844950843960337,319.89,43246,449,1.04,7,42884,13758,5420,2586,3808,6080,11197,2.59,59,15774.15,AUD
Newness: Collection Ads | Conversions - CPA | Suiting Collection - Top Market,2025-10-16,Suiting Collection Drop 2 | Video 3 (Campaign) | ED: 23/12/2025,1843417668581761,Drop- #2 | ED: 23/12/2025,1844138146112546,1844138146113618,318.78,35216,94,1.02,2,34969,8557,3086,534,1051,2625,6384,2.07,13,1843.97,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-15,Paula Black Reaction | TikTok | ED: 29/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844677717940241,318.36,21929,102,1.02,4,21780,4336,1369,233,374,583,1534,2.00,21,5561.10,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Ad | Video | Séduire D2 | Campaign | Product | Standard | Morena Leopard Sequin | ED: 06/01/26,1845424292146225,Drop- #2 | ED: 13/01/2026,1845963573533697,1845963573535761,316.44,28646,52,1.02,0,28502,4955,1056,304,477,951,2621,1.65,8,1783.90,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-16,PR Content Valerie Lungu Mona Ivory | TikTok | ED: 01/01/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1844950851357890,312.90,37879,98,1.02,2,37825,5126,1648,590,950,1822,3753,1.51,29,5693.45,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,August Collection Drop 1 |  Video 3 (Campaign) | ED: 04/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431363842,312.25,9765,165,1.40,1,6535,632,353,35,52,109,357,1.76,4,890.93,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-19,Ad | Video | Ecom | Reaction | Palmer Mini Burgundy | ED: 06/01/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292148273,306.87,18615,110,1.22,0,18435,3352,1098,157,268,598,1270,1.93,13,2878.87,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,Atelier 2 Collection Drop 1 | Video 2 (Campaign) | ED: 25/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007903745,306.76,5615,111,1.55,3,3698,258,73,19,14,27,104,1.40,27,6182.68,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-14,Paula Black Reaction | TikTok | ED: 29/12/2025,1842432547494225,Cold #3 - 24/9/2025,1844239678553266,1844677717940241,302.42,20069,97,1.03,3,19933,3586,1103,221,318,472,1226,1.88,22,5536.26,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-15,Shoot Content | Atelier | Lana Midaxi Dress | ED: 22/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1840161350549505,300.42,63858,321,1.02,3,63614,7410,1633,788,1264,2215,6255,1.36,9,2250.11,AUD
Seasonal Collection | US Only,2025-10-15,Seasonal Bridal | Dress Code: Bride To Be 1 | NEW UGC,1841693723595922,Seasonal Bridal NEW,1841693723595938,1841693723596834,298.56,34270,245,1.06,1,34135,4371,989,146,207,377,1219,1.45,24,6109.08,AUD
Newness: Collection Ads  | Conversions - CPA | September | Funnel - US,2025-10-14,Jeymar Azurae Outfit Rating | TikTok | ED: 06/12/2025,1842432547494225,Cold #1 - 4/9/2025,1842432547494241,1842432547495377,296.84,29766,112,1.02,3,29610,6632,2446,436,625,960,2661,2.24,15,3738.79,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-15,Carina Blush Reaction | TikTok | ED: 4/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431362930,296.03,20860,363,1.30,0,16292,1499,467,117,157,276,637,1.62,16,3730.36,AUD
Newness: Collection Ads | Conversions | Solune Collection - Top markets,2025-10-13,Solune Collection Drop 1 | Video 2 (Ecom Flicker) | ED: 18/11/2025,1840921375952049,Drop- #1 | ED: 18/11/2025,1840921408050258,1840921408050290,294.42,67909,358,1.03,4,67615,6651,1491,578,918,1718,4873,1.20,10,1916.31,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - Top Markets,2025-10-19,Boosted | Video | Influencer/PR | Product | Standard | Dinaskha - Tullulah Maxi Dress Deep Olive | ED: 07/01,1844953045703745,Cold #1 - 3/10/2025,1845141014880338,1845510844896306,293.19,24687,227,4.55,3,24496,7825,1942,132,221,475,926,2.68,5,1330.58,AUD
BEST SELLERS | Conversions  | Top Markets,2025-10-14,Shoot Content | Petra Maxi & Lorena Maxi Dress Black | ED: 20/10/2025,1802565639974002,July #1 -07/03/2025,1837352714360882,1840161837878289,293.12,59157,458,1.03,3,58957,8911,0,2500,3797,5920,12977,1.65,50,11927.75,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-16,August Collection Drop 2 | Video 6 (Ecom Reaction/No Text) | ED: 11/11/2025,1828310254528529,Keyword Dress - September 3rd - October 3rd,1844971007901729,1844971007905793,289.96,9366,100,1.35,2,7798,1066,420,49,77,148,421,1.66,8,1391.12,AUD
Newness: Collection Ads  | Conversions - CPA | October | Funnel - US,2025-10-18,Boosted | Video | Social Shoot | Reaction | Standard | Tyla - Oakley Corse & Allaire Maxi Skirt Sage  ED: 03/02/2026,1844950107756833,Cold #1 - 3/10/2025,1844950484140033,1845225030153249,288.24,24797,98,1.03,4,24684,4189,1113,133,250,534,1292,1.72,23,3474.90,AUD
Newness: Conversions | Search Campaign Competitors - US/AU,2025-10-16,August Collection Drop 1 |  Video 3 (Campaign) | ED: 04/11/2025,1828313328645185,Competitors - August 7th - September 2nd,1842161120461938,1842162113045682,286.21,7476,115,1.40,2,5241,528,298,33,49,107,302,1.95,14,1981.95,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-18,Ad | Video | Campaign | Product | Flicker | Séduire Drop 1 Multi | ED: 30/12/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292148241,285.53,30477,52,1.03,0,30251,2796,750,194,281,460,1205,1.32,2,476.79,AUD
Newness: Collection Ads | Conversions - CPA | Atelier 2 Collection - Top Markets,2025-10-14,Atelier 2 Collection Drop 1 | Video 7 (Campaign) | ED: 25/11/2025,1842787398687857,Drop- #1 | ED: 25/11/2025,1842787398689857,1842787544343554,285.46,34287,84,1.04,1,34169,7164,3093,178,467,1056,3036,2.14,13,2401.36,AUD
Newness: Collection Ads | Conversions - CPA | Séduire Collection - US,2025-10-16,Ad | Video | Campaign | Product | Flicker | Séduire Drop 1 Multi | ED: 30/12/26,1845424292146225,Drop- #1 | ED: 06/01/2026,1845424292147201,1845424292148241,284.73,31201,42,1.04,2,30930,2633,670,179,245,394,1136,1.28,15,3058.31,AUD
Newness: Conversions | Search Campaign Dress - US/AU,2025-10-18,Helen Blush Pan Up | TikTok | ED: 1/11/2025,1828310254528529,Keyword Dress - August 7th - September 2nd,1842165431360866,1842165431361538,284.68,14081,434,1.42,2,8886,881,140,160,114,308,817,1.54,2,349.90,AUD
